"id","label","prediction_top","confidence_top","predictions_all","ID","Species"
"ASG000sf4f","standing","1","0.8357","{'0': '0.1643', '1': '0.8357'}","17332","cheetah"
"ASG000sf4f","resting","0","0.9764","{'0': '0.9764', '1': '0.0236'}","17332","cheetah"
"ASG000sf4f","moving","0","0.9322","{'0': '0.9322', '1': '0.0678'}","17332","cheetah"
"ASG000sf4f","eating","0","0.9975","{'0': '0.9975', '1': '0.0025'}","17332","cheetah"
"ASG000sf4f","interacting","0","0.9933","{'0': '0.9933', '1': '0.0067'}","17332","cheetah"
"ASG000sf4f","babies","0","0.9956","{'0': '0.9956', '1': '0.0044'}","17332","cheetah"
"ASG000sf4g","species","cheetah","0.9727","{'aardvark': '0.0000', 'aardwolf': '0.0000', 'baboon': '0.0000', 'bat': '0.0000', 'batearedfox': '0.0000', 'buffalo': '0.0000', 'bushbuck': '0.0000', 'bushpig': '0.0000', 'caracal': '0.0000', 'cattle': '0.0000', 'cheetah': '0.9727', 'civet': '0.0000', 'dikdik': '0.0000', 'duiker': '0.0000', 'eland': '0.0000', 'elephant': '0.0000', 'fire': '0.0000', 'gazellegrants': '0.0000', 'gazellethomsons': '0.0000', 'genet': '0.0000', 'giraffe': '0.0000', 'guineafowl': '0.0000', 'hare': '0.0000', 'hartebeest': '0.0000', 'hippopotamus': '0.0000', 'honeybadger': '0.0000', 'human': '0.0000', 'hyenabrown': '0.0000', 'hyenaspotted': '0.0000', 'hyenastriped': '0.0000', 'impala': '0.0000', 'insectspider': '0.0000', 'jackal': '0.0000', 'koribustard': '0.0000', 'kudu': '0.0000', 'leopard': '0.0043', 'lionfemale': '0.0000', 'lionmale': '0.0000', 'mongoose': '0.0000', 'monkeysamango': '0.0000', 'nyala': '0.0000', 'ostrich': '0.0000', 'otherbird': '0.0000', 'porcupine': '0.0000', 'reedbuck': '0.0000', 'reptiles': '0.0000', 'rhinoceros': '0.0000', 'rodents': '0.0000', 'sable': '0.0000', 'secretarybird': '0.0000', 'serval': '0.0229', 'steenbok': '0.0000', 'topi': '0.0000', 'vervetmonkey': '0.0000', 'vulture': '0.0000', 'warthog': '0.0000', 'waterbuck': '0.0000', 'wildcat': '0.0000', 'wilddog': '0.0000', 'wildebeest': '0.0000', 'zebra': '0.0000', 'zorilla': '0.0000'}","17333","cheetah"
"ASG000sf4g","count","1","0.9764","{'1': '0.9764', '10': '0.0000', '11-50': '0.0000', '2': '0.0194', '3': '0.0033', '4': '0.0005', '5': '0.0002', '51+': '0.0000', '6': '0.0001', '7': '0.0000', '8': '0.0000', '9': '0.0000'}","17333","cheetah"
"ASG000sf4g","standing","1","0.7587","{'0': '0.2413', '1': '0.7587'}","17333","cheetah"
"ASG000sf4g","resting","0","0.7182","{'0': '0.7182', '1': '0.2818'}","17333","cheetah"
"ASG000sf4g","moving","0","0.8816","{'0': '0.8816', '1': '0.1184'}","17333","cheetah"
"ASG000sf4g","eating","0","0.9983","{'0': '0.9983', '1': '0.0017'}","17333","cheetah"
"ASG000sf4g","interacting","0","0.9916","{'0': '0.9916', '1': '0.0084'}","17333","cheetah"
"ASG000sf4g","babies","0","0.9859","{'0': '0.9859', '1': '0.0141'}","17333","cheetah"
"ASG000sf4i","species","cheetah","0.9868","{'aardvark': '0.0000', 'aardwolf': '0.0000', 'baboon': '0.0000', 'bat': '0.0000', 'batearedfox': '0.0000', 'buffalo': '0.0000', 'bushbuck': '0.0000', 'bushpig': '0.0000', 'caracal': '0.0000', 'cattle': '0.0000', 'cheetah': '0.9868', 'civet': '0.0000', 'dikdik': '0.0000', 'duiker': '0.0000', 'eland': '0.0000', 'elephant': '0.0000', 'fire': '0.0000', 'gazellegrants': '0.0000', 'gazellethomsons': '0.0000', 'genet': '0.0000', 'giraffe': '0.0000', 'guineafowl': '0.0000', 'hare': '0.0000', 'hartebeest': '0.0000', 'hippopotamus': '0.0000', 'honeybadger': '0.0000', 'human': '0.0000', 'hyenabrown': '0.0000', 'hyenaspotted': '0.0000', 'hyenastriped': '0.0000', 'impala': '0.0000', 'insectspider': '0.0000', 'jackal': '0.0000', 'koribustard': '0.0000', 'kudu': '0.0000', 'leopard': '0.0023', 'lionfemale': '0.0000', 'lionmale': '0.0000', 'mongoose': '0.0000', 'monkeysamango': '0.0000', 'nyala': '0.0000', 'ostrich': '0.0000', 'otherbird': '0.0000', 'porcupine': '0.0000', 'reedbuck': '0.0000', 'reptiles': '0.0000', 'rhinoceros': '0.0000', 'rodents': '0.0000', 'sable': '0.0000', 'secretarybird': '0.0000', 'serval': '0.0109', 'steenbok': '0.0000', 'topi': '0.0000', 'vervetmonkey': '0.0000', 'vulture': '0.0000', 'warthog': '0.0000', 'waterbuck': '0.0000', 'wildcat': '0.0000', 'wilddog': '0.0000', 'wildebeest': '0.0000', 'zebra': '0.0000', 'zorilla': '0.0000'}","17334","cheetah"
"ASG000sf4i","count","1","0.9892","{'1': '0.9892', '10': '0.0000', '11-50': '0.0000', '2': '0.0099', '3': '0.0008', '4': '0.0001', '5': '0.0000', '51+': '0.0000', '6': '0.0000', '7': '0.0000', '8': '0.0000', '9': '0.0000'}","17334","cheetah"
"ASG000sf4i","standing","1","0.8331","{'0': '0.1669', '1': '0.8331'}","17334","cheetah"
"ASG000sf4i","resting","0","0.9397","{'0': '0.9397', '1': '0.0603'}","17334","cheetah"
"ASG000sf4i","moving","0","0.9493","{'0': '0.9493', '1': '0.0507'}","17334","cheetah"
"ASG000sf4i","eating","0","0.9994","{'0': '0.9994', '1': '0.0006'}","17334","cheetah"
"ASG000sf4i","interacting","0","0.9937","{'0': '0.9937', '1': '0.0063'}","17334","cheetah"
"ASG000sf4i","babies","0","0.9966","{'0': '0.9966', '1': '0.0034'}","17334","cheetah"
"ASG000sf4j","species","cheetah","0.9918","{'aardvark': '0.0000', 'aardwolf': '0.0000', 'baboon': '0.0000', 'bat': '0.0000', 'batearedfox': '0.0000', 'buffalo': '0.0000', 'bushbuck': '0.0000', 'bushpig': '0.0000', 'caracal': '0.0000', 'cattle': '0.0000', 'cheetah': '0.9918', 'civet': '0.0000', 'dikdik': '0.0000', 'duiker': '0.0000', 'eland': '0.0000', 'elephant': '0.0000', 'fire': '0.0000', 'gazellegrants': '0.0000', 'gazellethomsons': '0.0000', 'genet': '0.0000', 'giraffe': '0.0000', 'guineafowl': '0.0000', 'hare': '0.0000', 'hartebeest': '0.0000', 'hippopotamus': '0.0000', 'honeybadger': '0.0000', 'human': '0.0000', 'hyenabrown': '0.0000', 'hyenaspotted': '0.0001', 'hyenastriped': '0.0001', 'impala': '0.0000', 'insectspider': '0.0000', 'jackal': '0.0000', 'koribustard': '0.0000', 'kudu': '0.0000', 'leopard': '0.0039', 'lionfemale': '0.0000', 'lionmale': '0.0001', 'mongoose': '0.0000', 'monkeysamango': '0.0000', 'nyala': '0.0000', 'ostrich': '0.0000', 'otherbird': '0.0000', 'porcupine': '0.0000', 'reedbuck': '0.0000', 'reptiles': '0.0000', 'rhinoceros': '0.0000', 'rodents': '0.0000', 'sable': '0.0000', 'secretarybird': '0.0000', 'serval': '0.0037', 'steenbok': '0.0000', 'topi': '0.0000', 'vervetmonkey': '0.0000', 'vulture': '0.0000', 'warthog': '0.0000', 'waterbuck': '0.0000', 'wildcat': '0.0000', 'wilddog': '0.0000', 'wildebeest': '0.0000', 'zebra': '0.0002', 'zorilla': '0.0000'}","17335","cheetah"
"ASG000sf4j","count","1","0.9758","{'1': '0.9758', '10': '0.0000', '11-50': '0.0000', '2': '0.0220', '3': '0.0017', '4': '0.0002', '5': '0.0001', '51+': '0.0000', '6': '0.0000', '7': '0.0000', '8': '0.0000', '9': '0.0000'}","17335","cheetah"
"ASG000sf4j","standing","0","0.5348","{'0': '0.5348', '1': '0.4652'}","17335","cheetah"
"ASG000sf4j","resting","1","0.5561","{'0': '0.4439', '1': '0.5561'}","17335","cheetah"
"ASG000sf4j","moving","0","0.9036","{'0': '0.9036', '1': '0.0964'}","17335","cheetah"
"ASG000sf4j","eating","0","0.9964","{'0': '0.9964', '1': '0.0036'}","17335","cheetah"
"ASG000sf4j","interacting","0","0.9942","{'0': '0.9942', '1': '0.0058'}","17335","cheetah"
"ASG000sf4j","babies","0","0.9807","{'0': '0.9807', '1': '0.0193'}","17335","cheetah"
"ASG000sf4k","species","cheetah","0.9812","{'aardvark': '0.0000', 'aardwolf': '0.0000', 'baboon': '0.0001', 'bat': '0.0000', 'batearedfox': '0.0000', 'buffalo': '0.0003', 'bushbuck': '0.0000', 'bushpig': '0.0000', 'caracal': '0.0000', 'cattle': '0.0000', 'cheetah': '0.9812', 'civet': '0.0000', 'dikdik': '0.0000', 'duiker': '0.0000', 'eland': '0.0000', 'elephant': '0.0001', 'fire': '0.0000', 'gazellegrants': '0.0000', 'gazellethomsons': '0.0000', 'genet': '0.0000', 'giraffe': '0.0000', 'guineafowl': '0.0000', 'hare': '0.0000', 'hartebeest': '0.0000', 'hippopotamus': '0.0000', 'honeybadger': '0.0000', 'human': '0.0000', 'hyenabrown': '0.0000', 'hyenaspotted': '0.0021', 'hyenastriped': '0.0002', 'impala': '0.0000', 'insectspider': '0.0000', 'jackal': '0.0002', 'koribustard': '0.0002', 'kudu': '0.0000', 'leopard': '0.0039', 'lionfemale': '0.0014', 'lionmale': '0.0006', 'mongoose': '0.0000', 'monkeysamango': '0.0000', 'nyala': '0.0000', 'ostrich': '0.0000', 'otherbird': '0.0001', 'porcupine': '0.0000', 'reedbuck': '0.0000', 'reptiles': '0.0000', 'rhinoceros': '0.0000', 'rodents': '0.0000', 'sable': '0.0000', 'secretarybird': '0.0001', 'serval': '0.0077', 'steenbok': '0.0000', 'topi': '0.0000', 'vervetmonkey': '0.0000', 'vulture': '0.0000', 'warthog': '0.0011', 'waterbuck': '0.0000', 'wildcat': '0.0000', 'wilddog': '0.0000', 'wildebeest': '0.0002', 'zebra': '0.0003', 'zorilla': '0.0000'}","17336","cheetah"
"ASG000sf4k","count","1","0.9766","{'1': '0.9766', '10': '0.0001', '11-50': '0.0006', '2': '0.0198', '3': '0.0018', '4': '0.0004', '5': '0.0002', '51+': '0.0000', '6': '0.0002', '7': '0.0001', '8': '0.0001', '9': '0.0001'}","17336","cheetah"
"ASG000sf4k","standing","1","0.6505","{'0': '0.3495', '1': '0.6505'}","17336","cheetah"
"ASG000sf4k","resting","0","0.6608","{'0': '0.6608', '1': '0.3392'}","17336","cheetah"
"ASG000sf4k","moving","0","0.9411","{'0': '0.9411', '1': '0.0589'}","17336","cheetah"
"ASG000sf4k","eating","0","0.9947","{'0': '0.9947', '1': '0.0053'}","17336","cheetah"
"ASG000sf4k","interacting","0","0.9962","{'0': '0.9962', '1': '0.0038'}","17336","cheetah"
"ASG000sf4k","babies","0","0.9944","{'0': '0.9944', '1': '0.0056'}","17336","cheetah"
"ASG000prjk","species","cheetah","0.5562","{'aardvark': '0.0000', 'aardwolf': '0.0000', 'baboon': '0.0000', 'bat': '0.0000', 'batearedfox': '0.0000', 'buffalo': '0.0000', 'bushbuck': '0.0000', 'bushpig': '0.0000', 'caracal': '0.0000', 'cattle': '0.0000', 'cheetah': '0.5562', 'civet': '0.0000', 'dikdik': '0.0000', 'duiker': '0.0000', 'eland': '0.0000', 'elephant': '0.0000', 'fire': '0.0000', 'gazellegrants': '0.0000', 'gazellethomsons': '0.0000', 'genet': '0.0000', 'giraffe': '0.0000', 'guineafowl': '0.0000', 'hare': '0.0000', 'hartebeest': '0.0000', 'hippopotamus': '0.0000', 'honeybadger': '0.0000', 'human': '0.0000', 'hyenabrown': '0.0000', 'hyenaspotted': '0.0000', 'hyenastriped': '0.0000', 'impala': '0.0000', 'insectspider': '0.0000', 'jackal': '0.0000', 'koribustard': '0.0000', 'kudu': '0.0000', 'leopard': '0.4123', 'lionfemale': '0.0000', 'lionmale': '0.0000', 'mongoose': '0.0000', 'monkeysamango': '0.0000', 'nyala': '0.0000', 'ostrich': '0.0000', 'otherbird': '0.0000', 'porcupine': '0.0000', 'reedbuck': '0.0000', 'reptiles': '0.0000', 'rhinoceros': '0.0000', 'rodents': '0.0000', 'sable': '0.0000', 'secretarybird': '0.0000', 'serval': '0.0314', 'steenbok': '0.0000', 'topi': '0.0000', 'vervetmonkey': '0.0000', 'vulture': '0.0000', 'warthog': '0.0000', 'waterbuck': '0.0000', 'wildcat': '0.0000', 'wilddog': '0.0000', 'wildebeest': '0.0000', 'zebra': '0.0000', 'zorilla': '0.0000'}","17337","cheetah"
"ASG000prjk","count","1","0.8268","{'1': '0.8268', '10': '0.0000', '11-50': '0.0000', '2': '0.1499', '3': '0.0188', '4': '0.0023', '5': '0.0017', '51+': '0.0000', '6': '0.0003', '7': '0.0000', '8': '0.0001', '9': '0.0000'}","17337","cheetah"
"ASG000prjk","standing","1","0.6907","{'0': '0.3093', '1': '0.6907'}","17337","cheetah"
"ASG000prjk","resting","0","0.9744","{'0': '0.9744', '1': '0.0256'}","17337","cheetah"
"ASG000prjk","moving","0","0.7901","{'0': '0.7901', '1': '0.2099'}","17337","cheetah"
"ASG000prjk","eating","0","0.9841","{'0': '0.9841', '1': '0.0159'}","17337","cheetah"
"ASG000prjk","interacting","0","0.9976","{'0': '0.9976', '1': '0.0024'}","17337","cheetah"
"ASG000prjk","babies","0","0.9636","{'0': '0.9636', '1': '0.0364'}","17337","cheetah"
"ASG000pu1r","species","lionfemale","0.5085","{'aardvark': '0.0000', 'aardwolf': '0.0000', 'baboon': '0.0000', 'bat': '0.0000', 'batearedfox': '0.0000', 'buffalo': '0.0000', 'bushbuck': '0.0000', 'bushpig': '0.0000', 'caracal': '0.0001', 'cattle': '0.0000', 'cheetah': '0.3687', 'civet': '0.0000', 'dikdik': '0.0000', 'duiker': '0.0000', 'eland': '0.0002', 'elephant': '0.0001', 'fire': '0.0000', 'gazellegrants': '0.0001', 'gazellethomsons': '0.0001', 'genet': '0.0000', 'giraffe': '0.0000', 'guineafowl': '0.0008', 'hare': '0.0000', 'hartebeest': '0.0000', 'hippopotamus': '0.0000', 'honeybadger': '0.0000', 'human': '0.0004', 'hyenabrown': '0.0000', 'hyenaspotted': '0.0084', 'hyenastriped': '0.0002', 'impala': '0.0000', 'insectspider': '0.0001', 'jackal': '0.0013', 'koribustard': '0.0038', 'kudu': '0.0000', 'leopard': '0.0052', 'lionfemale': '0.5085', 'lionmale': '0.0807', 'mongoose': '0.0000', 'monkeysamango': '0.0000', 'nyala': '0.0000', 'ostrich': '0.0000', 'otherbird': '0.0111', 'porcupine': '0.0000', 'reedbuck': '0.0000', 'reptiles': '0.0013', 'rhinoceros': '0.0000', 'rodents': '0.0000', 'sable': '0.0000', 'secretarybird': '0.0003', 'serval': '0.0068', 'steenbok': '0.0000', 'topi': '0.0000', 'vervetmonkey': '0.0000', 'vulture': '0.0001', 'warthog': '0.0008', 'waterbuck': '0.0000', 'wildcat': '0.0000', 'wilddog': '0.0000', 'wildebeest': '0.0000', 'zebra': '0.0004', 'zorilla': '0.0000'}","17338","cheetah"
"ASG000pu1r","count","1","0.8681","{'1': '0.8681', '10': '0.0000', '11-50': '0.0000', '2': '0.1029', '3': '0.0233', '4': '0.0040', '5': '0.0011', '51+': '0.0000', '6': '0.0004', '7': '0.0001', '8': '0.0000', '9': '0.0000'}","17338","cheetah"
"ASG000pu1r","standing","0","0.7382","{'0': '0.7382', '1': '0.2618'}","17338","cheetah"
"ASG000pu1r","resting","0","0.5338","{'0': '0.5338', '1': '0.4662'}","17338","cheetah"
"ASG000pu1r","moving","0","0.7534","{'0': '0.7534', '1': '0.2466'}","17338","cheetah"
"ASG000pu1r","eating","0","0.9855","{'0': '0.9855', '1': '0.0145'}","17338","cheetah"
"ASG000pu1r","interacting","0","0.7834","{'0': '0.7834', '1': '0.2166'}","17338","cheetah"
"ASG000pu1r","babies","0","0.9538","{'0': '0.9538', '1': '0.0462'}","17338","cheetah"
"ASG000rt5n","species","cheetah","0.7568","{'aardvark': '0.0000', 'aardwolf': '0.0001', 'baboon': '0.0000', 'bat': '0.0000', 'batearedfox': '0.0000', 'buffalo': '0.0000', 'bushbuck': '0.0000', 'bushpig': '0.0000', 'caracal': '0.0003', 'cattle': '0.0000', 'cheetah': '0.7568', 'civet': '0.0000', 'dikdik': '0.0000', 'duiker': '0.0000', 'eland': '0.0000', 'elephant': '0.0002', 'fire': '0.0000', 'gazellegrants': '0.0000', 'gazellethomsons': '0.0000', 'genet': '0.0000', 'giraffe': '0.0000', 'guineafowl': '0.0000', 'hare': '0.0000', 'hartebeest': '0.0000', 'hippopotamus': '0.0000', 'honeybadger': '0.0000', 'human': '0.0000', 'hyenabrown': '0.0000', 'hyenaspotted': '0.0210', 'hyenastriped': '0.0008', 'impala': '0.0000', 'insectspider': '0.0000', 'jackal': '0.0017', 'koribustard': '0.0001', 'kudu': '0.0000', 'leopard': '0.0430', 'lionfemale': '0.0875', 'lionmale': '0.0091', 'mongoose': '0.0000', 'monkeysamango': '0.0000', 'nyala': '0.0000', 'ostrich': '0.0000', 'otherbird': '0.0004', 'porcupine': '0.0000', 'reedbuck': '0.0000', 'reptiles': '0.0002', 'rhinoceros': '0.0000', 'rodents': '0.0000', 'sable': '0.0000', 'secretarybird': '0.0000', 'serval': '0.0756', 'steenbok': '0.0000', 'topi': '0.0000', 'vervetmonkey': '0.0000', 'vulture': '0.0001', 'warthog': '0.0028', 'waterbuck': '0.0000', 'wildcat': '0.0001', 'wilddog': '0.0000', 'wildebeest': '0.0001', 'zebra': '0.0000', 'zorilla': '0.0000'}","17339","cheetah"
"ASG000rt5n","count","1","0.9255","{'1': '0.9255', '10': '0.0000', '11-50': '0.0000', '2': '0.0624', '3': '0.0104', '4': '0.0012', '5': '0.0003', '51+': '0.0000', '6': '0.0001', '7': '0.0001', '8': '0.0000', '9': '0.0000'}","17339","cheetah"
"ASG000rt5n","standing","0","0.7123","{'0': '0.7123', '1': '0.2877'}","17339","cheetah"
"ASG000rt5n","resting","0","0.8141","{'0': '0.8141', '1': '0.1859'}","17339","cheetah"
"ASG000rt5n","moving","0","0.6446","{'0': '0.6446', '1': '0.3554'}","17339","cheetah"
"ASG000rt5n","eating","0","0.9990","{'0': '0.9990', '1': '0.0010'}","17339","cheetah"
"ASG000rt5n","interacting","0","0.9951","{'0': '0.9951', '1': '0.0049'}","17339","cheetah"
"ASG000rt5n","babies","0","0.9962","{'0': '0.9962', '1': '0.0038'}","17339","cheetah"
"ASG000rt5o","species","cheetah","0.9406","{'aardvark': '0.0000', 'aardwolf': '0.0000', 'baboon': '0.0000', 'bat': '0.0000', 'batearedfox': '0.0000', 'buffalo': '0.0003', 'bushbuck': '0.0000', 'bushpig': '0.0000', 'caracal': '0.0000', 'cattle': '0.0000', 'cheetah': '0.9406', 'civet': '0.0000', 'dikdik': '0.0000', 'duiker': '0.0000', 'eland': '0.0000', 'elephant': '0.0003', 'fire': '0.0000', 'gazellegrants': '0.0000', 'gazellethomsons': '0.0000', 'genet': '0.0000', 'giraffe': '0.0000', 'guineafowl': '0.0000', 'hare': '0.0000', 'hartebeest': '0.0001', 'hippopotamus': '0.0000', 'honeybadger': '0.0000', 'human': '0.0001', 'hyenabrown': '0.0000', 'hyenaspotted': '0.0022', 'hyenastriped': '0.0001', 'impala': '0.0000', 'insectspider': '0.0000', 'jackal': '0.0004', 'koribustard': '0.0006', 'kudu': '0.0000', 'leopard': '0.0052', 'lionfemale': '0.0095', 'lionmale': '0.0138', 'mongoose': '0.0000', 'monkeysamango': '0.0000', 'nyala': '0.0000', 'ostrich': '0.0000', 'otherbird': '0.0005', 'porcupine': '0.0000', 'reedbuck': '0.0000', 'reptiles': '0.0001', 'rhinoceros': '0.0000', 'rodents': '0.0000', 'sable': '0.0000', 'secretarybird': '0.0001', 'serval': '0.0239', 'steenbok': '0.0000', 'topi': '0.0000', 'vervetmonkey': '0.0000', 'vulture': '0.0001', 'warthog': '0.0016', 'waterbuck': '0.0000', 'wildcat': '0.0000', 'wilddog': '0.0000', 'wildebeest': '0.0002', 'zebra': '0.0001', 'zorilla': '0.0000'}","17340","cheetah"
"ASG000rt5o","count","1","0.9749","{'1': '0.9749', '10': '0.0000', '11-50': '0.0000', '2': '0.0236', '3': '0.0013', '4': '0.0001', '5': '0.0000', '51+': '0.0000', '6': '0.0000', '7': '0.0000', '8': '0.0000', '9': '0.0000'}","17340","cheetah"
"ASG000rt5o","standing","0","0.6572","{'0': '0.6572', '1': '0.3428'}","17340","cheetah"
"ASG000rt5o","resting","1","0.5755","{'0': '0.4245', '1': '0.5755'}","17340","cheetah"
"ASG000rt5o","moving","0","0.9453","{'0': '0.9453', '1': '0.0547'}","17340","cheetah"
"ASG000rt5o","eating","0","0.9968","{'0': '0.9968', '1': '0.0032'}","17340","cheetah"
"ASG000rt5o","interacting","0","0.9921","{'0': '0.9921', '1': '0.0079'}","17340","cheetah"
"ASG000rt5o","babies","0","0.9864","{'0': '0.9864', '1': '0.0136'}","17340","cheetah"
"ASG000rt5q","species","cheetah","0.5757","{'aardvark': '0.0003', 'aardwolf': '0.0015', 'baboon': '0.0017', 'bat': '0.0000', 'batearedfox': '0.0015', 'buffalo': '0.0001', 'bushbuck': '0.0000', 'bushpig': '0.0000', 'caracal': '0.0017', 'cattle': '0.0000', 'cheetah': '0.5757', 'civet': '0.0005', 'dikdik': '0.0002', 'duiker': '0.0000', 'eland': '0.0000', 'elephant': '0.0003', 'fire': '0.0000', 'gazellegrants': '0.0001', 'gazellethomsons': '0.0004', 'genet': '0.0002', 'giraffe': '0.0002', 'guineafowl': '0.0016', 'hare': '0.0001', 'hartebeest': '0.0001', 'hippopotamus': '0.0000', 'honeybadger': '0.0008', 'human': '0.0001', 'hyenabrown': '0.0000', 'hyenaspotted': '0.1209', 'hyenastriped': '0.0030', 'impala': '0.0000', 'insectspider': '0.0000', 'jackal': '0.0154', 'koribustard': '0.0019', 'kudu': '0.0000', 'leopard': '0.0933', 'lionfemale': '0.0458', 'lionmale': '0.0188', 'mongoose': '0.0037', 'monkeysamango': '0.0000', 'nyala': '0.0000', 'ostrich': '0.0000', 'otherbird': '0.0064', 'porcupine': '0.0023', 'reedbuck': '0.0002', 'reptiles': '0.0010', 'rhinoceros': '0.0001', 'rodents': '0.0002', 'sable': '0.0000', 'secretarybird': '0.0005', 'serval': '0.0597', 'steenbok': '0.0000', 'topi': '0.0000', 'vervetmonkey': '0.0006', 'vulture': '0.0005', 'warthog': '0.0369', 'waterbuck': '0.0000', 'wildcat': '0.0006', 'wilddog': '0.0000', 'wildebeest': '0.0004', 'zebra': '0.0002', 'zorilla': '0.0002'}","17341","cheetah"
"ASG000rt5q","count","1","0.8786","{'1': '0.8786', '10': '0.0000', '11-50': '0.0000', '2': '0.1067', '3': '0.0120', '4': '0.0020', '5': '0.0004', '51+': '0.0000', '6': '0.0002', '7': '0.0001', '8': '0.0000', '9': '0.0000'}","17341","cheetah"
"ASG000rt5q","standing","0","0.7165","{'0': '0.7165', '1': '0.2835'}","17341","cheetah"
"ASG000rt5q","resting","0","0.6553","{'0': '0.6553', '1': '0.3447'}","17341","cheetah"
"ASG000rt5q","moving","0","0.7511","{'0': '0.7511', '1': '0.2489'}","17341","cheetah"
"ASG000rt5q","eating","0","0.9537","{'0': '0.9537', '1': '0.0463'}","17341","cheetah"
"ASG000rt5q","interacting","0","0.9924","{'0': '0.9924', '1': '0.0076'}","17341","cheetah"
"ASG000rt5q","babies","0","0.9933","{'0': '0.9933', '1': '0.0067'}","17341","cheetah"
"ASG000rt5r","species","cheetah","0.2402","{'aardvark': '0.0003', 'aardwolf': '0.0001', 'baboon': '0.0019', 'bat': '0.0000', 'batearedfox': '0.0001', 'buffalo': '0.0485', 'bushbuck': '0.0001', 'bushpig': '0.0000', 'caracal': '0.0003', 'cattle': '0.0001', 'cheetah': '0.2402', 'civet': '0.0000', 'dikdik': '0.0001', 'duiker': '0.0000', 'eland': '0.0027', 'elephant': '0.0062', 'fire': '0.0000', 'gazellegrants': '0.0019', 'gazellethomsons': '0.0055', 'genet': '0.0000', 'giraffe': '0.0002', 'guineafowl': '0.0015', 'hare': '0.0000', 'hartebeest': '0.0014', 'hippopotamus': '0.0001', 'honeybadger': '0.0001', 'human': '0.0077', 'hyenabrown': '0.0000', 'hyenaspotted': '0.1667', 'hyenastriped': '0.0007', 'impala': '0.0000', 'insectspider': '0.0003', 'jackal': '0.0017', 'koribustard': '0.0067', 'kudu': '0.0001', 'leopard': '0.0036', 'lionfemale': '0.0568', 'lionmale': '0.0657', 'mongoose': '0.0001', 'monkeysamango': '0.0000', 'nyala': '0.0000', 'ostrich': '0.0081', 'otherbird': '0.0101', 'porcupine': '0.0002', 'reedbuck': '0.0007', 'reptiles': '0.0003', 'rhinoceros': '0.0005', 'rodents': '0.0000', 'sable': '0.0001', 'secretarybird': '0.1008', 'serval': '0.0031', 'steenbok': '0.0000', 'topi': '0.0002', 'vervetmonkey': '0.0001', 'vulture': '0.0009', 'warthog': '0.2035', 'waterbuck': '0.0005', 'wildcat': '0.0001', 'wilddog': '0.0000', 'wildebeest': '0.0345', 'zebra': '0.0147', 'zorilla': '0.0000'}","17342","cheetah"
"ASG000rt5r","count","1","0.9690","{'1': '0.9690', '10': '0.0000', '11-50': '0.0000', '2': '0.0289', '3': '0.0018', '4': '0.0002', '5': '0.0000', '51+': '0.0000', '6': '0.0000', '7': '0.0000', '8': '0.0000', '9': '0.0000'}","17342","cheetah"
"ASG000rt5r","standing","0","0.5921","{'0': '0.5921', '1': '0.4079'}","17342","cheetah"
"ASG000rt5r","resting","0","0.9955","{'0': '0.9955', '1': '0.0045'}","17342","cheetah"
"ASG000rt5r","moving","1","0.5121","{'0': '0.4879', '1': '0.5121'}","17342","cheetah"
"ASG000rt5r","eating","0","0.9275","{'0': '0.9275', '1': '0.0725'}","17342","cheetah"
"ASG000rt5r","interacting","0","0.9985","{'0': '0.9985', '1': '0.0015'}","17342","cheetah"
"ASG000rt5r","babies","0","0.9947","{'0': '0.9947', '1': '0.0053'}","17342","cheetah"
"ASG000rt5t","species","lionfemale","0.3791","{'aardvark': '0.0002', 'aardwolf': '0.0005', 'baboon': '0.0007', 'bat': '0.0000', 'batearedfox': '0.0010', 'buffalo': '0.0003', 'bushbuck': '0.0001', 'bushpig': '0.0000', 'caracal': '0.0011', 'cattle': '0.0001', 'cheetah': '0.2756', 'civet': '0.0001', 'dikdik': '0.0007', 'duiker': '0.0001', 'eland': '0.0009', 'elephant': '0.0015', 'fire': '0.0000', 'gazellegrants': '0.0063', 'gazellethomsons': '0.0206', 'genet': '0.0002', 'giraffe': '0.0029', 'guineafowl': '0.0176', 'hare': '0.0003', 'hartebeest': '0.0054', 'hippopotamus': '0.0000', 'honeybadger': '0.0005', 'human': '0.0003', 'hyenabrown': '0.0000', 'hyenaspotted': '0.0484', 'hyenastriped': '0.0009', 'impala': '0.0003', 'insectspider': '0.0004', 'jackal': '0.0321', 'koribustard': '0.0157', 'kudu': '0.0000', 'leopard': '0.0068', 'lionfemale': '0.3791', 'lionmale': '0.0903', 'mongoose': '0.0037', 'monkeysamango': '0.0001', 'nyala': '0.0000', 'ostrich': '0.0009', 'otherbird': '0.0396', 'porcupine': '0.0005', 'reedbuck': '0.0008', 'reptiles': '0.0013', 'rhinoceros': '0.0003', 'rodents': '0.0003', 'sable': '0.0000', 'secretarybird': '0.0062', 'serval': '0.0182', 'steenbok': '0.0001', 'topi': '0.0002', 'vervetmonkey': '0.0010', 'vulture': '0.0011', 'warthog': '0.0102', 'waterbuck': '0.0000', 'wildcat': '0.0006', 'wilddog': '0.0000', 'wildebeest': '0.0023', 'zebra': '0.0015', 'zorilla': '0.0002'}","17343","cheetah"
